,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
430,Willwack,14,1,9,1,Well I call average guy I love laugh good time My children world Looking someone spend lifetime jokes silly gestures love give,two girls are playing in the grass,0
431,WILYLOJA,10,1,6,2,SOY UN TIPO MADURO SERIO CON IDEAS CLARAS,man in red shirt is standing in front of large building,0
432,Wishingforfriends72,10,0,19,2,I earth get along people I love helping others able pay back support given time need Ive share issues relationships really want settle grow old someone tolerate faults Spending quality time important Ive share health issues also Material things important memories So meeting person must see get along create memories,two girls are playing in the grass,0
433,Witakop,14,1,3,1,I Venezuela I like adventure I fun I fascinated extreme sports I looking woman share life,two girls are playing in the grass,0
434,wolfwithroses,14,1,14,3,I LOVE THE OUTDOORS HAVE GOOD SINCE OF HUMOR LOOKING FOR A LADY TO SHARE FUN TIMES,two girls are playing in the grass,0
435,words123,14,0,2,3,I positive thinker honest loyal trustworthy integrity high moral values I life life full I happy content grateful gift life I believe chasing dreams believe must happy make people happy I full contact identity confident sence humour,two girls are playing in the grass,0
436,Youlookforme,14,1,14,1,Always happy Relax And ready everything,two girls are playing in the grass,0
437,Zane1776,13,1,6,2,Looking intelligent woman interesting conversation,two girls are playing in the grass,0
438,Zenebe,14,1,2,1,I honest open minded respecfull curious real relationship,two girls are sitting on the edge of rocks,0
439,0065patricia,13,0,10,2,native american Bisexual Other nonsmoker never Serious Relationship,two girls are playing in the grass,0
440,007,10,1,17,3,white Straight Christian nonsmoker occasional drinker Friendship,man in black shirt is standing in front of woman in black shirt and black jacket,0
441,01Anselmo212,10,1,3,3,hispanic Straight Christian nonsmoker never Serious Relationship,two girls are playing in the grass,0
442,0279602,10,1,3,2,hispanic Straight Other nonsmoker never Serious Relationship,man in black shirt is standing in front of store,0
443,06Wil09,14,1,2,2,hispanic Straight Christian nonsmoker never Fun Romance Marriage,man in black shirt is smiling at the camera,0
444,0898,14,1,9,0,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship,two girls are playing in the grass,0
445,09jesus09,10,1,6,3,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance,two girls are playing in the grass,0
446,0sk4r,10,1,15,2,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,two girls are playing in the grass,0
447,11111122,13,1,2,1,mixed Straight Other nonsmoker occasional drinker Friendship,two girls are playing in the grass,0
448,131271,13,1,17,2,hispanic Straight Christian nonsmoker occasional drinker Friendship,man in black shirt is smiling at the camera,0
449,154332,14,1,17,1,hispanic Straight Christian nonsmoker never Romance,two girls are playing in the grass,0
450,17rene,14,1,17,2,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,two girls are playing in the grass,0
451,2020lsc,10,0,6,3,white Straight Christian nonsmoker occasional drinker Romance,two girls are playing in the grass,0
452,20ximena20,13,0,7,1,hispanic Straight Spiritual nonsmoker social drinker Friendship Serious Relationship,two girls are playing in the street,0
453,3jcarlos,14,1,10,3,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,two girls are playing in the grass,0
454,42andsearching,14,0,19,2,white Straight Christian nonsmoker never Marriage,two girls are playing in the grass,0
455,5969,14,1,3,0,hispanic Homosexual Christian nonsmoker social drinker Friendship Romance,two girls are playing in the grass,0
456,789dandy,13,0,10,1,white Bisexual Atheist nonsmoker never Friendship Romance Serious Relationship,woman in black shirt is standing on the grass,0
457,8waysanta,13,1,1,3,white Straight Other nonsmoker social drinker Serious Relationship,two girls are playing in the grass,0
458,AATKINSON,14,1,1,0,white Straight Other light smoker social drinker Fun,two girls are playing in the grass,0
459,AayY,14,0,14,0,white Bisexual Christian light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,two girls are playing in the grass,0
460,abarr95,14,1,3,0,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship,two girls are playing in the grass,0
461,Abaz,14,1,0,0,mixed Straight Other light smoker never Fun Romance,two girls are playing in the grass,0
462,Abdel1234,12,1,10,2,white Straight Muslim nonsmoker never Friendship,two girls are playing in the grass,0
463,Abigail29,14,0,2,0,hispanic Straight Other nonsmoker never Romance Serious Relationship,two girls are playing in the grass,0
464,Abili,13,0,7,0,black Bisexual Other nonsmoker never Serious Relationship,two girls are playing in the street,0
465,Abner,14,1,6,1,white Straight Christian nonsmoker occasional drinker Serious Relationship,man in red shorts is sitting on dock looking out over the water,0
466,Abogado48mx,10,1,6,2,hispanic Straight Christian nonsmoker never Marriage,man in black shirt is eating sleeping on the grass,0
467,abraham808,14,1,3,0,hispanic Straight Other nonsmoker never Romance,two girls are playing in the grass,0
468,Abraham_nava,14,1,17,1,white Straight Christian nonsmoker occasional drinker Friendship,two girls are playing in the grass,0
469,Aby2290,14,0,2,0,hispanic Straight Christian nonsmoker never Serious Relationship,two girls are playing in the grass,0
470,AceDaKid,14,1,1,0,white Straight Other social smoker occasional drinker Fun,two girls are playing in the grass,0
471,acmamor,14,1,3,0,white Straight Spiritual nonsmoker occasional drinker Serious Relationship,two girls are playing in the grass,0
472,Acottoc,10,1,6,1,hispanic Straight Other nonsmoker occasional drinker Friendship Serious Relationship,two girls are playing in the grass,0
473,acyrd,14,1,10,0,hispanic Straight Other light smoker never Serious Relationship Marriage,two girls are playing in the grass,0
474,Ada1997,14,0,15,0,hispanic Straight Christian social smoker social drinker Romance Serious Relationship Marriage,two girls are playing in field,0
475,Adani,14,0,10,1,hispanic Straight Christian nonsmoker never Marriage,two girls are playing in the grass,0
476,Adel1708,10,0,10,2,white Straight Other nonsmoker never Serious Relationship,man in black shirt is standing in front of crowd,0
477,adevenir,10,1,4,2,hispanic Straight Christian nonsmoker never Romance,two girls are playing in the grass,0
478,Adilia_79,15,0,8,2,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,two girls are playing in the grass,0
479,Adolfolopez,14,1,17,2,hispanic Straight Spiritual nonsmoker never Romance,man in red shirt is standing next to the camera,0
